tag_input;i;tag_output;o
i;0.0;0.0
i;0.0;0.1
i;0.0;0.2
i;0.0;0.30000000000000004
i;0.0;0.4
i;0.0;0.5
i;0.0;0.6000000000000001
i;0.0;0.7000000000000001
i;0.0;0.8
i;0.0;0.9
i;0.1;0.0
i;0.1;0.1
i;0.1;0.2
i;0.1;0.30000000000000004
i;0.1;0.4
i;0.1;0.5
i;0.1;0.6000000000000001
i;0.1;0.7000000000000001
i;0.1;0.8
i;0.1;0.9
i;0.2;0.0
i;0.2;0.1
i;0.2;0.2
i;0.2;0.30000000000000004
i;0.2;0.4
i;0.2;0.5
i;0.2;0.6000000000000001
i;0.2;0.7000000000000001
i;0.2;0.8
i;0.2;0.9
i;0.30000000000000004;0.0
i;0.30000000000000004;0.1
i;0.30000000000000004;0.2
i;0.30000000000000004;0.30000000000000004
i;0.30000000000000004;0.4
i;0.30000000000000004;0.5
i;0.30000000000000004;0.6000000000000001
i;0.30000000000000004;0.7000000000000001
i;0.30000000000000004;0.8
i;0.30000000000000004;0.9
i;0.4;0.0
i;0.4;0.1
i;0.4;0.2
i;0.4;0.30000000000000004
i;0.4;0.4
i;0.4;0.5
i;0.4;0.6000000000000001
i;0.4;0.7000000000000001
i;0.4;0.8
i;0.4;0.9
i;0.5;0.0
i;0.5;0.1
i;0.5;0.2
i;0.5;0.30000000000000004
i;0.5;0.4
i;0.5;0.5
i;0.5;0.6000000000000001
i;0.5;0.7000000000000001
i;0.5;0.8
i;0.5;0.9
i;0.6000000000000001;0.0
i;0.6000000000000001;0.1
i;0.6000000000000001;0.2
i;0.6000000000000001;0.30000000000000004
i;0.6000000000000001;0.4
i;0.6000000000000001;0.5
i;0.6000000000000001;0.6000000000000001
i;0.6000000000000001;0.7000000000000001
i;0.6000000000000001;0.8
i;0.6000000000000001;0.9
i;0.7000000000000001;0.0
i;0.7000000000000001;0.1
i;0.7000000000000001;0.2
i;0.7000000000000001;0.30000000000000004
i;0.7000000000000001;0.4
i;0.7000000000000001;0.5
i;0.7000000000000001;0.6000000000000001
i;0.7000000000000001;0.7000000000000001
i;0.7000000000000001;0.8
i;0.7000000000000001;0.9
i;0.8;0.0
i;0.8;0.1
i;0.8;0.2
i;0.8;0.30000000000000004
i;0.8;0.4
i;0.8;0.5
i;0.8;0.6000000000000001
i;0.8;0.7000000000000001
i;0.8;0.8
i;0.8;0.9
i;0.9;0.0
i;0.9;0.1
i;0.9;0.2
i;0.9;0.30000000000000004
i;0.9;0.4
i;0.9;0.5
i;0.9;0.6000000000000001
i;0.9;0.7000000000000001
i;0.9;0.8
i;0.9;0.9
o;0.0
o;0.0
o;0.0
o;0.0
o;0.0
o;0.0
o;0.0
o;0.0
o;0.0
o;0.0
o;0.0
o;0.01
o;0.02
o;0.03
o;0.04
o;0.05
o;0.06
o;0.07
o;0.08
o;0.09
o;0.0
o;0.02
o;0.04
o;0.06
o;0.08
o;0.1
o;0.12
o;0.14
o;0.16
o;0.18
o;0.0
o;0.03
o;0.06
o;0.09
o;0.12
o;0.15
o;0.18
o;0.21
o;0.24
o;0.27
o;0.0
o;0.04
o;0.08
o;0.12
o;0.16
o;0.2
o;0.24
o;0.28
o;0.32
o;0.36
o;0.0
o;0.05
o;0.1
o;0.15
o;0.2
o;0.25
o;0.3
o;0.35000000000000003
o;0.4
o;0.45
o;0.0
o;0.06
o;0.12
o;0.18
o;0.24
o;0.3
o;0.36
o;0.42
o;0.48
o;0.54
o;0.0
o;0.07
o;0.14
o;0.21
o;0.28
o;0.35000000000000003
o;0.42
o;0.49
o;0.56
o;0.63
o;0.0
o;0.08
o;0.16
o;0.24
o;0.32
o;0.4
o;0.48
o;0.56
o;0.64
o;0.72
o;0.0
o;0.09
o;0.18
o;0.27
o;0.36
o;0.45
o;0.54
o;0.63
o;0.72
o;0.81
